,ID,Date,Region,City,Category,Product,Qty,UnitPrice,TotalPrice
308,ID07430,22-Oct,Midwest,Wichita,Cookies,Arrowroot,198.0,3.0,549.0
309,ID07492,30-Dec,Midwest,Kansas City,Crackers,Whole Wheat,227.0,1.0,318.0
310,ID00293,25-Apr,West,Elk Grove,Snacks,Pretzels,123.0,2.0,311.0
311,ID00496,4-Sep,Northeast,Manchester,Beverages,Carrot,128.0,2.0,312.0
312,ID00413,28-Sep,West,Sparks,Snacks,Pretzels,287.0,2.0,782.0
313,ID00111,10-Apr,Northeast,Paterson,Cookies,Oatmeal Raisin,175.0,2.0,309.0
314,ID00435,13-Oct,West,Antioch,Cookies,Oatmeal Raisin,263.0,1.0,646.0
315,ID00427,10-Oct,South,Lafayette,Bars,Bran,251.0,1.0,456.0
316,ID00524,24-Feb,West,Longmont,Beverages,Carrot,298.0,1.0,796.0
317,ID00023,3-Feb,Midwest,Rockford,Cookies,Chocolate Chip,42.0,2.0,95.0
318,ID00393,18-Nov,South,Little Rock,Prepared and preserved foods,Carrot,263.0,2.0,679.0
319,ID00523,15-Nov,West,Hesperia,Beverages,Carrot,170.0,2.0,528.0
320,ID00004,15-Nov,West,West Valley City,Snacks,Potato Chips,167.0,3.0,662.0
321,ID00160,24-Jun,South,Alexandria,Prepared and preserved foods,Carrot,184.0,1.0,419.0
322,ID00036,27-Dec,South,Huntsville,Cookies,Chocolate Chip,199.0,2.0,381.0
323,ID00130,24-Dec,South,Little Rock,Cookies,Arrowroot,95.0,2.0,286.0
324,ID00421,20-Mar,Northeast,Brockton,Bars,Banana,266.0,3.0,803.0
325,ID07572,26-Jan,West,Santa Clarita,Bars,Carrot,168.0,2.0,117.0
326,ID00264,10-Feb,West,Pasadena,Bars,Carrot,39.0,1.0,42.0
327,ID00296,20-Mar,Midwest,Independence,Bars,Bran,83.0,2.0,436.0
328,ID07560,26-Jan,South,Miramar,Crackers,Whole Wheat,27.0,3.0,61.0
329,ID00300,12-Jul,South,Sugar Land,Bars,Banana,167.0,3.0,479.0
330,ID00366,28-Oct,West,Arvada,Cookies,Chocolate Chip,148.0,2.0,596.0
331,ID00362,17-Mar,West,Downey,Snacks,Pretzels,41.0,1.0,62.0
332,ID00121,31-May,South,Columbia,Cookies,Oatmeal Raisin,250.0,2.0,731.0
333,ID00312,6-Feb,Midwest,Grand Rapids,Bread and bakery products,Carrot,211.0,1.0,164.0
334,ID00228,24-Jul,South,Clearwater,Cookies,Arrowroot,152.0,3.0,480.0
335,ID00443,30-Nov,West,Vallejo,Bread and bakery products,Carrot,268.0,2.0,802.0
336,ID00352,14-Mar,West,Clovis,Bread and bakery products,Carrot,88.0,1.0,384.0
337,ID00297,1-Apr,West,West Jordan,Snacks,Pretzels,70.0,3.0,389.0
338,ID07462,2-Jan,South,Memphis,Bars,Carrot,204.0,3.0,598.0
339,ID00119,28-Apr,Midwest,Topeka,Snacks,Potato Chips,224.0,2.0,737.0
340,ID00146,17-Aug,South,Alexandria,Snacks,Pretzels,124.0,2.0,528.0
341,ID07572,27-Nov,West,Spokane,Bars,Bran,97.0,2.0,78.0
342,ID00328,6-Dec,West,Las Cruces,Cookies,Oatmeal Raisin,38.0,3.0,226.0
343,ID07440,26-Jan,South,Corpus Christi,Bars,Carrot,193.0,3.0,598.0
344,ID00301,4-Feb,Northeast,Elizabeth,Crackers,Whole Wheat,172.0,3.0,332.0
345,ID00312,5-Jan,West,Ontario,Bread and bakery products,Carrot,127.0,3.0,702.0
346,ID00449,4-Jan,West,El Monte,Beverages,Carrot,190.0,2.0,700.0
347,ID00292,16-Jan,Northeast,Waterbury,Snacks,Pretzels,103.0,1.0,289.0
348,ID00106,3-Jul,South,Odessa,Cookies,Arrowroot,220.0,2.0,688.0
349,ID00213,5-Jan,West,Clovis,Cookies,Arrowroot,70.0,3.0,335.0
350,ID00032,23-Mar,South,Baton Rouge,Bars,Bran,288.0,1.0,502.0
351,ID00348,19-Oct,South,Norfolk,Prepared and preserved foods,Carrot,147.0,1.0,205.0
352,ID00027,29-Mar,South,Birmingham,Snacks,Pretzels,119.0,2.0,635.0
353,ID00313,16-Apr,South,Richardson,Prepared and preserved foods,Carrot,186.0,2.0,223.0
354,ID07576,13-Oct,West,Rancho Cucamonga,Bars,Banana,91.0,2.0,114.0
355,ID07403,21-Jun,South,Washington,Crackers,Whole Wheat,143.0,2.0,168.0
356,ID00298,12-Nov,West,Escondido,Snacks,Potato Chips,143.0,2.0,676.0
357,ID00268,15-Jul,Northeast,Manchester,Bars,Bran,192.0,2.0,482.0
358,ID00027,19-Jan,West,Salem,Snacks,Pretzels,283.0,2.0,808.0
359,ID00083,16-Sep,Midwest,Grand Rapids,Bars,Banana,200.0,2.0,407.0
360,ID00230,29-Mar,South,Richardson,Cookies,Arrowroot,227.0,2.0,515.0
361,ID07469,27-Jun,West,Gilbert,Cookies,Arrowroot,142.0,2.0,387.0
362,ID00522,27-Jul,West,Longmont,Prepared and preserved foods,Carrot,276.0,2.0,763.0
363,ID00345,13-Oct,Midwest,Topeka,Cookies,Oatmeal Raisin,154.0,2.0,517.0
364,ID00420,27-Jul,Northeast,Hartford,Bars,Banana,122.0,2.0,238.0
365,ID07466,12-Jul,South,Virginia Beach,Snacks,Potato Chips,77.0,1.0,189.0
366,ID00521,3-Jun,West,Daly City,Prepared and preserved foods,Carrot,118.0,2.0,328.0
367,ID00041,12-Dec,South,Cape Coral,Cookies,Arrowroot,239.0,3.0,620.0
368,ID00464,13-Jan,Northeast,Woodbridge,Prepared and preserved foods,Carrot,45.0,1.0,101.0
369,ID00159,8-Aug,Midwest,Cincinnati,Beverages,Carrot,67.0,2.0,93.0
370,ID00382,26-Jan,South,Athens,Bars,Bran,266.0,2.0,536.0
371,ID00501,13-Oct,Northeast,Lynn,Prepared and preserved foods,Carrot,53.0,1.0,59.0
372,ID07429,6-Nov,West,Fresno,Bars,Carrot,217.0,2.0,134.0
373,ID00482,22-Apr,Northeast,Woodbridge,Bars,Banana,244.0,1.0,248.0
374,ID00412,19-May,West,Greeley,Snacks,Pretzels,110.0,1.0,618.0
375,ID00426,19-Apr,South,Lewisville,Beverages,Carrot,150.0,2.0,332.0
376,ID00261,11-Jan,West,El Monte,Crackers,Whole Wheat,277.0,2.0,487.0
377,ID00156,26-Mar,South,Fayetteville,Beverages,Carrot,296.0,1.0,717.0
378,ID07395,4-Apr,West,Anaheim,Cookies,Arrowroot,262.0,2.0,705.0
379,ID00052,16-Sep,West,Rancho Cucamonga,Snacks,Pretzels,55.0,2.0,278.0
380,ID07560,17-Aug,West,Fremont,Snacks,Potato Chips,99.0,1.0,114.0
381,ID00266,6-Feb,West,Meridian,Prepared and preserved foods,Carrot,250.0,1.0,523.0
382,ID07421,29-Aug,South,Washington,Snacks,Potato Chips,274.0,2.0,603.0
383,ID00361,9-Jul,West,Las Cruces,Bars,Bran,177.0,2.0,585.0
384,ID07564,11-Mar,West,West Valley City,Cookies,Arrowroot,89.0,2.0,118.0
385,ID00240,13-May,South,Lewisville,Snacks,Potato Chips,130.0,2.0,461.0
386,ID00083,20-Aug,South,Orlando,Bars,Banana,131.0,1.0,106.0
387,ID07492,11-Aug,West,Scottsdale,Crackers,Whole Wheat,82.0,3.0,216.0
388,ID07483,10-Oct,West,Henderson,Cookies,Oatmeal Raisin,290.0,3.0,680.0
389,ID07421,9-Jul,South,Louisville,Crackers,Whole Wheat,179.0,3.0,696.0
390,ID07367,24-Dec,Northeast,Philadelphia,Cookies,Arrowroot,249.0,1.0,535.0
391,ID00147,29-Aug,Midwest,Des Moines,Bars,Banana,243.0,1.0,633.0
392,ID00470,25-May,West,Sparks,Bread and bakery products,Carrot,248.0,1.0,366.0
393,ID07388,13-Oct,South,Houston,Crackers,Whole Wheat,139.0,2.0,707.0
394,ID00265,21-Feb,South,Clearwater,Bars,Banana,71.0,1.0,375.0
395,ID07430,27-Nov,Northeast,Buffalo,Cookies,Chocolate Chip,116.0,3.0,426.0
396,ID07573,10-Oct,West,Chula Vista,Cookies,Oatmeal Raisin,254.0,2.0,498.0
397,ID07386,10-Oct,West,San Jose,Crackers,Whole Wheat,201.0,2.0,254.0
398,ID00353,16-Oct,West,Fullerton,Beverages,Carrot,261.0,3.0,561.0
399,ID07554,21-Nov,West,Bakersfield,Cookies,Arrowroot,46.0,3.0,357.0
400,ID00241,15-Jul,West,Elk Grove,Bars,Bran,138.0,3.0,398.0
401,ID00485,13-Jan,West,El Monte,Prepared and preserved foods,Carrot,236.0,1.0,191.0
402,ID00529,5-Mar,West,Longmont,Beverages,Carrot,303.0,2.0,750.0
403,ID00460,1-Apr,West,Billings,Beverages,Carrot,249.0,1.0,491.0
404,ID07440,25-May,South,Oklahoma City,Crackers,Whole Wheat,164.0,3.0,474.0
405,ID00495,8-Aug,West,Boulder,Prepared and preserved foods,Carrot,260.0,1.0,648.0
406,ID00338,13-Apr,South,Allen,Bars,Bran,101.0,3.0,686.0
407,ID00245,13-May,Midwest,Aurora,Snacks,Pretzels,281.0,2.0,561.0
408,ID00291,10-Sep,Midwest,Peoria,Bars,Banana,54.0,2.0,149.0
409,ID07364,5-Jan,South,Charlotte,Bars,Carrot,262.0,1.0,517.0
410,ID00500,15-Jul,West,Renton,Beverages,Carrot,206.0,2.0,762.0
411,ID00239,6-Nov,Midwest,Topeka,Bread and bakery products,Carrot,301.0,2.0,793.0
412,ID07521,27-Dec,South,St. Petersburg,Crackers,Whole Wheat,135.0,2.0,580.0
413,ID00485,10-Jan,West,Buckeye,Beverages,Carrot,203.0,2.0,618.0
414,ID00338,22-Feb,Midwest,Fargo,Bars,Banana,50.0,2.0,247.0
415,ID07554,10-May,South,Brownsville,Bars,Bran,298.0,2.0,816.0
416,ID00347,3-Jul,South,Pompano Beach,Bread and bakery products,Carrot,201.0,2.0,454.0
417,ID00225,16-Jan,Northeast,Allentown,Prepared and preserved foods,Carrot,274.0,2.0,611.0
418,ID00101,28-Sep,West,Stockton,Beverages,Carrot,213.0,3.0,513.0
419,ID07356,8-Aug,Midwest,Chicago,Cookies,Chocolate Chip,202.0,3.0,441.0
420,ID00439,22-Sep,West,Carlsbad,Snacks,Pretzels,41.0,2.0,58.0
421,ID00373,19-Oct,West,Billings,Bars,Bran,133.0,3.0,635.0
422,ID00164,10-Apr,South,Miramar,Bread and bakery products,Carrot,281.0,2.0,776.0
423,ID07432,27-Jun,West,Reno,Bars,Carrot,104.0,2.0,193.0
424,ID00332,6-Nov,West,Boulder,Cookies,Chocolate Chip,43.0,3.0,229.0
425,ID00018,11-Aug,South,Jackson,Bars,Bran,114.0,1.0,251.0
426,ID00399,19-Apr,Northeast,Edison,Bread and bakery products,Carrot,275.0,2.0,716.0
427,ID00255,16-Feb,West,Salinas,Bread and bakery products,Carrot,260.0,3.0,797.0
428,ID07416,18-Jul,West,Riverside,Snacks,Potato Chips,239.0,1.0,258.0
429,ID00260,22-Oct,West,Clovis,Crackers,Whole Wheat,55.0,2.0,97.0
430,ID00518,19-Jan,West,Longmont,Prepared and preserved foods,Carrot,207.0,2.0,477.0
431,ID00027,20-Mar,South,Huntsville,Prepared and preserved foods,Carrot,26.0,1.0,61.0
432,ID00092,17-Jan,South,Tampa,Crackers,Whole Wheat,196.0,2.0,403.0
433,ID00449,26-Jan,Northeast,Woodbridge,Bread and bakery products,Carrot,223.0,2.0,771.0
434,ID07498,18-Jun,South,Corpus Christi,Cookies,Arrowroot,201.0,3.0,375.0
435,ID00154,17-Mar,West,Santa Rosa,Bread and bakery products,Carrot,137.0,2.0,402.0
436,ID00272,17-Mar,West,Provo,Bread and bakery products,Carrot,259.0,1.0,302.0
437,ID00319,2-Jan,Midwest,Dearborn,Bars,Bran,114.0,1.0,153.0
438,ID00157,14-Mar,South,Odessa,Snacks,Pretzels,285.0,1.0,686.0
439,ID00231,31-Oct,South,West Palm Beach,Cookies,Arrowroot,198.0,2.0,516.0
440,ID00514,17-Mar,West,Daly City,Beverages,Carrot,200.0,1.0,779.0
441,ID07563,25-May,West,Reno,Cookies,Arrowroot,193.0,1.0,101.0
442,ID00092,24-Nov,South,Shreveport,Cookies,Arrowroot,203.0,1.0,236.0
443,ID00431,10-Oct,West,Concord,Prepared and preserved foods,Carrot,173.0,3.0,687.0
444,ID07540,18-Jul,Northeast,Rochester,Bars,Bran,247.0,1.0,547.0
445,ID00433,7-Oct,West,West Jordan,Bars,Banana,189.0,2.0,430.0
446,ID07353,26-Mar,West,San Diego,Bars,Carrot,71.0,3.0,326.0
447,ID00479,22-Apr,West,Burbank,Prepared and preserved foods,Carrot,173.0,2.0,392.0
448,ID07455,25-Feb,Midwest,Omaha,Bars,Carrot,194.0,2.0,318.0
449,ID00418,21-Jul,Midwest,Peoria,Bars,Banana,176.0,2.0,348.0
450,ID00520,20-Jan,West,Daly City,Prepared and preserved foods,Carrot,223.0,2.0,264.0
451,ID07422,25-Sep,Midwest,Indianapolis,Bars,Carrot,120.0,3.0,381.0
452,ID07417,3-Jun,South,Norfolk,Cookies,Arrowroot,168.0,3.0,692.0
453,ID07407,20-Jan,South,Houston,Cookies,Arrowroot,106.0,3.0,247.0
454,ID00117,30-Nov,South,Columbia,Cookies,Chocolate Chip,29.0,2.0,190.0
455,ID00253,25-Oct,Northeast,Allentown,Snacks,Pretzels,249.0,2.0,639.0
456,ID00394,29-Jan,West,Concord,Cookies,Chocolate Chip,28.0,2.0,103.0
457,ID07566,19-Sep,Northeast,Buffalo,Cookies,Oatmeal Raisin,56.0,2.0,146.0
458,ID07491,29-Jan,South,Montgomery,Cookies,Arrowroot,169.0,2.0,415.0
459,ID00161,17-Jan,West,Roseville,Crackers,Whole Wheat,173.0,2.0,88.0
460,ID00095,24-Dec,West,Salem,Snacks,Potato Chips,70.0,1.0,146.0
461,ID07408,10-Feb,South,Dallas,Crackers,Whole Wheat,174.0,3.0,506.0
462,ID00085,7-Oct,South,Cary,Snacks,Potato Chips,75.0,3.0,329.0
463,ID00442,13-May,Midwest,Fishers,Bread and bakery products,Carrot,274.0,1.0,176.0
464,ID07387,24-Feb,West,Anaheim,Crackers,Whole Wheat,244.0,2.0,499.0
465,ID07587,1-May,South,Augusta,Bars,Bran,112.0,2.0,273.0
466,ID00028,20-Jan,Northeast,Buffalo,Bars,Bran,234.0,3.0,651.0
467,ID00224,12-Jul,West,Pasadena,Bars,Bran,85.0,2.0,340.0
468,ID00366,18-Dec,West,Garden Grove,Bread and bakery products,Carrot,37.0,2.0,118.0
469,ID00365,15-Jun,West,Thousand Oaks,Bars,Bran,128.0,1.0,205.0
470,ID07358,5-Aug,West,San Jose,Bars,Carrot,90.0,2.0,298.0
471,ID07484,23-Mar,Midwest,Fort Wayne,Bars,Banana,44.0,1.0,40.0
472,ID07482,9-Dec,Midwest,Kansas City,Crackers,Whole Wheat,97.0,3.0,174.0
473,ID00501,24-Dec,Midwest,South Bend,Beverages,Carrot,187.0,2.0,708.0
474,ID07531,29-Jan,Midwest,Cincinnati,Crackers,Whole Wheat,44.0,3.0,273.0
475,ID00075,25-Oct,West,Sacramento,Bread and bakery products,Carrot,152.0,2.0,550.0
476,ID07416,25-Feb,West,Colorado Springs,Bars,Carrot,47.0,3.0,140.0
477,ID00420,3-Jul,South,Tyler,Bars,Banana,39.0,1.0,35.0
478,ID07378,1-Feb,East,New York,Bars,Carrot,226.0,3.0,778.0
479,ID00277,18-Jun,West,Visalia,Snacks,Pretzels,250.0,2.0,761.0
480,ID00288,6-Jul,Northeast,Lowell,Snacks,Potato Chips,131.0,1.0,193.0
481,ID00351,2-Aug,West,Pasadena,Bread and bakery products,Carrot,199.0,3.0,606.0
482,ID00112,3-Nov,Midwest,Des Moines,Cookies,Arrowroot,136.0,3.0,720.0
483,ID00314,20-Mar,South,Broken Arrow,Bars,Banana,67.0,2.0,510.0
484,ID00093,4-Sep,Midwest,Madison,Snacks,Pretzels,192.0,3.0,567.0
485,ID00320,5-Jan,West,Eugene,Bars,Bran,84.0,2.0,567.0
486,ID00271,20-Aug,West,Billings,Cookies,Chocolate Chip,54.0,1.0,96.0
487,ID00261,27-Jul,South,Columbia,Prepared and preserved foods,Carrot,85.0,3.0,504.0
488,ID00064,28-Sep,West,Torrance,Bars,Carrot,125.0,2.0,241.0
489,ID00007,24-Nov,West,Sunnyvale,Cookies,Chocolate Chip,26.0,3.0,60.0
490,ID00153,9-Feb,South,Hialeah,Bread and bakery products,Carrot,193.0,2.0,572.0
491,ID07515,12-Feb,Midwest,Wichita,Bread and bakery products,Carrot,301.0,2.0,814.0
492,ID07505,9-Nov,South,Mobile,Crackers,Whole Wheat,262.0,2.0,744.0
493,ID00404,19-Jan,West,Greeley,Prepared and preserved foods,Carrot,295.0,1.0,787.0
494,ID07525,10-Feb,West,Long Beach,Snacks,Pretzels,90.0,2.0,517.0
495,ID07502,16-Apr,Northeast,Bridgeport,Cookies,Arrowroot,183.0,1.0,386.0
496,ID00216,16-May,Midwest,Warren,Prepared and preserved foods,Carrot,210.0,1.0,570.0
497,ID00526,6-Jul,West,Norwalk,Prepared and preserved foods,Carrot,252.0,1.0,428.0
498,ID00232,1-May,South,Pembroke Pines,Bread and bakery products,Carrot,206.0,1.0,392.0
499,ID00460,28-Sep,West,Rio Rancho,Cookies,Oatmeal Raisin,101.0,2.0,253.0
500,ID07439,22-May,Midwest,St. Louis,Bars,Bran,90.0,3.0,451.0
501,ID07492,3-Feb,West,Mesa,Snacks,Potato Chips,64.0,3.0,125.0
502,ID00069,2-Aug,South,Port St. Lucie,Bars,Bran,167.0,3.0,530.0
503,ID00479,25-Sep,West,Goodyear,Bread and bakery products,Carrot,49.0,2.0,47.0
504,ID00060,21-Jun,West,Carlsbad,Snacks,Potato Chips,106.0,3.0,481.0
505,ID00218,7-Sep,West,Scottsdale,Snacks,Pretzels,29.0,3.0,140.0
506,ID00111,18-Feb,Northeast,Springfield,Snacks,Potato Chips,297.0,3.0,621.0
507,ID00132,28-May,Northeast,Cambridge,Cookies,Oatmeal Raisin,205.0,2.0,577.0
508,ID07415,31-Oct,Midwest,Minneapolis,Crackers,Whole Wheat,273.0,3.0,627.0
509,ID07585,22-May,South,Newport News,Cookies,Chocolate Chip,286.0,3.0,775.0
510,ID00038,31-Oct,West,Lancaster,Snacks,Potato Chips,53.0,1.0,237.0
511,ID00443,31-Jan,South,Davie,Bread and bakery products,Carrot,122.0,1.0,130.0
512,ID07587,22-Jan,South,Knoxville,Bars,Bran,163.0,1.0,348.0
513,ID07405,7-Sep,South,Chesapeake,Crackers,Whole Wheat,160.0,2.0,231.0
514,ID00396,18-Jun,Midwest,South Bend,Bars,Banana,238.0,3.0,475.0
515,ID00008,25-Apr,South,Macon,Cookies,Oatmeal Raisin,283.0,1.0,657.0
516,ID07387,24-Jul,West,Seattle,Cookies,Chocolate Chip,82.0,3.0,299.0
517,ID00027,12-Nov,South,Chesapeake,Cookies,Chocolate Chip,72.0,2.0,48.0
518,ID00149,13-Jan,West,Sparks,Bread and bakery products,Carrot,245.0,1.0,682.0
519,ID00255,13-May,Northeast,Cambridge,Bars,Banana,144.0,2.0,404.0
520,ID07420,10-Feb,South,Dallas,Crackers,Whole Wheat,207.0,2.0,301.0
521,ID07377,23-Jan,East,New York,Bars,Carrot,135.0,2.0,518.0
522,ID07490,24-Jun,South,Little Rock,Cookies,Chocolate Chip,223.0,2.0,547.0
523,ID00310,1-Feb,South,Palm Bay,Bars,Banana,35.0,2.0,57.0
524,ID00062,25-Apr,South,Baton Rouge,Snacks,Pretzels,69.0,1.0,159.0
525,ID07586,3-Jun,Northeast,Jersey City,Cookies,Oatmeal Raisin,242.0,2.0,361.0
526,ID07359,26-Aug,West,Boston,Bars,Carrot,141.0,3.0,559.0
527,ID00359,2-Mar,Northeast,New Haven,Bread and bakery products,Carrot,154.0,1.0,201.0
528,ID07586,14-Aug,West,Huntington Beach,Bars,Carrot,224.0,2.0,446.0
529,ID00432,7-Oct,West,Lakewood,Bars,Banana,48.0,1.0,148.0
530,ID07490,28-Sep,South,Memphis,Cookies,Chocolate Chip,80.0,3.0,379.0
531,ID00464,17-Mar,Northeast,Edison,Prepared and preserved foods,Carrot,153.0,2.0,467.0
532,ID07531,13-May,West,Modesto,Bars,Bran,227.0,2.0,659.0
533,ID00339,7-Oct,Northeast,Elizabeth,Bars,Banana,89.0,2.0,169.0
534,ID00049,3-Jun,West,Colorado Springs,Bars,Banana,191.0,2.0,301.0
535,ID00016,24-Dec,Midwest,Cleveland,Bars,Bran,100.0,2.0,506.0
536,ID00404,6-Dec,South,Gainesville,Prepared and preserved foods,Carrot,48.0,1.0,52.0
537,ID07452,12-Nov,Midwest,Milwaukee,Cookies,Oatmeal Raisin,117.0,2.0,463.0
538,ID07399,13-Sep,South,Fort Worth,Cookies,Chocolate Chip,116.0,2.0,396.0
539,ID00234,19-Apr,West,Pasadena,Prepared and preserved foods,Carrot,99.0,1.0,278.0
540,ID07371,17-Aug,South,Jacksonville,Bars,Carrot,262.0,2.0,692.0
541,ID07382,29-Jan,South,Austin,Crackers,Whole Wheat,215.0,2.0,206.0
542,ID00434,21-Feb,West,Daly City,Bars,Banana,95.0,3.0,557.0
543,ID00494,18-Feb,West,Hesperia,Bars,Banana,107.0,1.0,143.0
544,ID00116,13-Oct,South,Savannah,Cookies,Oatmeal Raisin,139.0,2.0,359.0
545,ID00320,5-Jan,South,Midland,Snacks,Pretzels,116.0,2.0,228.0
546,ID00147,13-Feb,West,Escondido,Bars,Banana,299.0,1.0,801.0
547,ID00292,12-Jul,West,Murrieta,Snacks,Pretzels,175.0,2.0,609.0
548,ID00489,1-Apr,Midwest,Lee's Summit,Bars,Banana,305.0,1.0,777.0
549,ID00426,18-Nov,West,Santa Clara,Cookies,Oatmeal Raisin,202.0,2.0,203.0
550,ID07546,7-May,South,Birmingham,Bars,Bran,299.0,1.0,640.0
551,ID07503,22-May,West,Chandler,Crackers,Whole Wheat,56.0,3.0,166.0
552,ID00034,10-Sep,Midwest,Springfield,Cookies,Oatmeal Raisin,296.0,2.0,800.0
553,ID00285,6-Feb,West,Berkeley,Snacks,Pretzels,276.0,1.0,474.0
554,ID00094,15-Feb,South,Carrollton,Snacks,Pretzels,213.0,2.0,628.0
555,ID00011,12-Dec,South,Fayetteville,Crackers,Whole Wheat,90.0,2.0,188.0
556,ID07577,12-Jun,Midwest,Springfield,Cookies,Chocolate Chip,79.0,3.0,413.0
557,ID07366,6-Dec,South,Austin,Bars,Carrot,77.0,3.0,82.0
558,ID00287,15-Dec,South,Lakeland,Cookies,Oatmeal Raisin,74.0,2.0,124.0
559,ID00382,23-Aug,South,Lafayette,Bread and bakery products,Carrot,39.0,3.0,428.0
560,ID00080,27-Dec,South,Jackson,Cookies,Chocolate Chip,153.0,1.0,318.0
561,ID00216,12-Feb,West,Kent,Beverages,Carrot,227.0,1.0,480.0
562,ID00206,3-Feb,West,Tempe,Bars,Banana,129.0,1.0,497.0
563,ID00080,15-Jul,South,Savannah,Bars,Banana,281.0,2.0,643.0
564,ID00240,10-Oct,Midwest,Topeka,Snacks,Pretzels,252.0,1.0,630.0
565,ID00156,2-Jan,West,Salinas,Cookies,Oatmeal Raisin,194.0,2.0,637.0
566,ID00079,19-Feb,Northeast,Paterson,Crackers,Whole Wheat,109.0,3.0,614.0
567,ID00485,31-Oct,West,Thornton,Prepared and preserved foods,Carrot,297.0,3.0,745.0
568,ID00519,26-Mar,Northeast,Quincy,Beverages,Carrot,99.0,1.0,670.0
569,ID00271,3-Jul,South,Fayetteville,Snacks,Potato Chips,46.0,2.0,75.0
570,ID00489,13-Apr,West,Hesperia,Beverages,Carrot,241.0,1.0,528.0
571,ID07411,24-Dec,West,Portland,Bars,Carrot,61.0,3.0,455.0
572,ID00286,26-Jan,Northeast,Bridgeport,Snacks,Potato Chips,48.0,1.0,143.0
573,ID00503,12-Jun,Northeast,Quincy,Bread and bakery products,Carrot,241.0,1.0,408.0
574,ID07512,15-Nov,South,Brownsville,Cookies,Arrowroot,107.0,2.0,227.0
575,ID00369,16-Feb,South,Waco,Snacks,Potato Chips,215.0,3.0,515.0
576,ID00374,7-Feb,South,North Charleston,Bars,Bran,104.0,3.0,477.0
577,ID00356,27-Jun,South,Lakeland,Cookies,Arrowroot,21.0,3.0,37.0
578,ID07550,20-Mar,South,Pembroke Pines,Cookies,Oatmeal Raisin,59.0,2.0,351.0
579,ID00398,4-Sep,Northeast,Waterbury,Bread and bakery products,Carrot,25.0,2.0,83.0
580,ID00362,4-Jan,Midwest,Elgin,Cookies,Oatmeal Raisin,225.0,1.0,207.0
581,ID07411,24-Dec,South,Charlotte,Bars,Carrot,150.0,2.0,494.0
582,ID07457,15-Dec,Midwest,Omaha,Bars,Carrot,274.0,2.0,627.0
583,ID00503,24-Feb,West,Longmont,Prepared and preserved foods,Carrot,63.0,2.0,113.0
584,ID00126,31-Jan,South,McAllen,Prepared and preserved foods,Carrot,119.0,1.0,322.0
585,ID00058,15-Jun,South,Shreveport,Snacks,Potato Chips,139.0,2.0,649.0
586,ID00356,9-Jul,South,South Fulton,Prepared and preserved foods,Carrot,252.0,2.0,732.0
587,ID00292,27-Nov,South,Palm Bay,Snacks,Potato Chips,98.0,2.0,161.0
588,ID00316,18-Feb,West,Hayward,Beverages,Carrot,257.0,1.0,722.0
589,ID00304,14-Mar,South,Tyler,Cookies,Oatmeal Raisin,177.0,2.0,608.0
590,ID00085,2-Mar,South,Denton,Cookies,Oatmeal Raisin,146.0,2.0,169.0
591,ID00461,25-Sep,West,Gresham,Bars,Bran,108.0,2.0,369.0
592,ID07552,19-Oct,Midwest,Minneapolis,Cookies,Arrowroot,28.0,2.0,176.0
593,ID00427,17-Mar,West,Rialto,Beverages,Carrot,265.0,2.0,650.0
594,ID00517,31-Jan,West,San Mateo,Prepared and preserved foods,Carrot,183.0,2.0,427.0
595,ID00081,19-Apr,West,Rancho Cucamonga,Bars,Bran,275.0,1.0,591.0
596,ID00357,25-Apr,West,Arvada,Bars,Banana,243.0,3.0,803.0
597,ID00432,15-Feb,Northeast,Manchester,Beverages,Carrot,96.0,1.0,214.0
598,ID00054,16-Feb,South,Newport News,Crackers,Whole Wheat,247.0,2.0,652.0
599,ID07401,18-Dec,South,Louisville,Crackers,Whole Wheat,301.0,2.0,725.0
600,ID00154,3-Feb,West,Thornton,Bread and bakery products,Carrot,176.0,2.0,680.0
601,ID00205,30-Nov,Northeast,Lowell,Cookies,Oatmeal Raisin,56.0,3.0,259.0
602,ID00165,18-Feb,Midwest,Aurora,Beverages,Carrot,117.0,2.0,186.0
603,ID00285,24-Dec,South,Murfreesboro,Bars,Banana,86.0,2.0,279.0
604,ID00123,6-Jun,South,Grand Prairie,Bread and bakery products,Carrot,131.0,2.0,411.0
605,ID00485,20-Mar,South,South Fulton,Prepared and preserved foods,Carrot,260.0,2.0,718.0
606,ID00345,16-May,South,Palm Bay,Snacks,Pretzels,300.0,1.0,800.0
607,ID00495,9-Nov,West,Buckeye,Prepared and preserved foods,Carrot,209.0,2.0,291.0
608,ID00296,7-Feb,West,Eugene,Cookies,Oatmeal Raisin,41.0,3.0,165.0
609,ID00309,22-Oct,South,Cape Coral,Prepared and preserved foods,Carrot,288.0,2.0,812.0
610,ID00122,25-Sep,West,Roseville,Snacks,Potato Chips,293.0,1.0,696.0
611,ID07390,4-Apr,Midwest,Columbus,Snacks,Potato Chips,261.0,2.0,514.0
612,ID00285,23-Aug,West,Elk Grove,Bars,Bran,171.0,2.0,315.0
613,ID07495,19-Oct,South,New Orleans,Snacks,Pretzels,267.0,1.0,496.0
614,ID00362,15-Feb,West,Arvada,Beverages,Carrot,166.0,1.0,487.0
615,ID07467,6-Dec,South,Baltimore,Cookies,Chocolate Chip,168.0,1.0,462.0
